method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_ridge_data,S2p,17,0.40944297431666227,0.4966927188064872,-0.2573961257216511,0.3403662797986726,0.8341450071663755,R6_N50
B_ridge_data,Qalpha,0,,,,,,R6_N50
B_ridge_data,delta2n,0,,,,,,R6_N50
B_ridge_data,delta2p,15,0.41768229610124,0.5254011778304465,0.13655785195077594,0.4302499246109619,0.9538564156265006,R6_N50
B_ridge_soft,Sn,0,,,,,,R6_N50
B_ridge_soft,S2n,0,,,,,,R6_N50
B_ridge_soft,Sp,18,0.4027225294618309,0.5001292144210999,-0.14230254276462675,0.3993093705707338,0.8382468043035656,R6_N50
B_ridge_soft,S2p,17,0.40944297431666227,0.4966927188064872,-0.2573961257216511,0.3403662797986726,0.8341450071663755,R6_N50
B_ridge_soft,Qalpha,0,,,,,,R6_N50
B_ridge_soft,delta2n,0,,,,,,R6_N50
B_ridge_soft,delta2p,15,0.41768229610124,0.5254011778304465,0.13655785195077594,0.4302499246109619,0.9538564156265006,R6_N50
B_ridge_residual,Sn,0,,,,,,R6_N50
B_ridge_residual,S2n,0,,,,,,R6_N50
B_ridge_residual,Sp,18,0.33325722722233625,0.43307577764715754,-0.17747125069020817,0.28536372851471015,0.7847647277455903,R6_N50
B_ridge_residual,S2p,17,0.5003950423399133,0.6494857405884188,-0.3159108262547079,0.4214084767385202,1.3012933098429356,R6_N50
B_ridge_residual,Qalpha,0,,,,,,R6_N50
B_ridge_residual,delta2n,0,,,,,,R6_N50
B_ridge_residual,delta2p,15,0.48815881625141627,0.5764959499828518,0.21724302475596838,0.48403784888489554,0.9910580637186737,R6_N50
B_ridge_adaptive,Sn,0,,,,,,R6_N50
B_ridge_adaptive,S2n,0,,,,,,R6_N50
B_ridge_adaptive,Sp,18,0.40321181046317,0.49153236888847984,-0.16198840278205276,0.3027671565616288,0.9202529623262421,R6_N50
B_ridge_adaptive,S2p,17,0.7289327695412754,0.8875759347762674,-0.3001210662203461,0.5656066279417473,1.5666628717210414,R6_N50
B_ridge_adaptive,Qalpha,0,,,,,,R6_N50
B_ridge_adaptive,delta2n,0,,,,,,R6_N50
B_ridge_adaptive,delta2p,15,0.49498107446246803,0.535480219758171,0.34061265348331443,0.4681686664392828,0.8139053954017069,R6_N50
B_semf,Sn,0,,,,,,R6_N82
B_semf,S2n,0,,,,,,R6_N82
B_semf,Sp,21,0.8772323801477645,1.051600993532912,0.35518331220402743,0.831271392144572,1.9251733466032874,R6_N82
B_semf,S2p,20,1.4638023733195609,1.8712099284897754,0.8077483693170393,1.1075401917829595,3.576401306466153,R6_N82
B_semf,Qalpha,0,,,,,,R6_N82
B_semf,delta2n,0,,,,,,R6_N82
B_semf,delta2p,18,1.064196538286789,1.7819974945017651,0.010126019030887315,0.6992908033756748,3.572497818843005,R6_N82
B_hgb_data,Sn,0,,,,,,R6_N82
B_hgb_data,S2n,0,,,,,,R6_N82
B_hgb_data,Sp,21,1.2739665279982004,1.488210403695498,0.14554956406368547,1.2507122510348836,2.422705466277421,R6_N82
B_hgb_data,S2p,20,1.6287135567857263,1.9240190090147518,0.3203269855578014,1.1375949283572027,3.3999223735100714,R6_N82
B_hgb_data,Qalpha,0,,,,,,R6_N82
B_hgb_data,delta2n,0,,,,,,R6_N82
B_hgb_data,delta2p,18,2.7900027914201675,3.200239190417921,-0.4365265953230543,2.730413579672927,4.811093936927725,R6_N82
B_hgb_soft,Sn,0,,,,,,R6_N82
B_hgb_soft,S2n,0,,,,,,R6_N82
B_hgb_soft,Sp,21,0.7690378930447618,0.9625399019876705,0.27132981294789715,0.7133478361693051,1.7329735291400539,R6_N82
B_hgb_soft,S2p,20,1.1119471291722676,1.4741598722816478,0.61277981581336,0.731767172220998,2.62852058532933,R6_N82
B_hgb_soft,Qalpha,0,,,,,,R6_N82
B_hgb_soft,delta2n,0,,,,,,R6_N82
B_hgb_soft,delta2p,18,1.408014276346661,1.9572477819799619,-0.1685350267107045,1.2822199300468355,2.924718306437711,R6_N82
B_hgb_residual,Sn,0,,,,,,R6_N82
B_hgb_residual,S2n,0,,,,,,R6_N82
B_hgb_residual,Sp,21,0.2577267471132516,0.4107562417452668,0.009604629054354604,0.1269421271642841,0.8253966738259351,R6_N82
B_hgb_residual,S2p,20,0.35825937986506917,0.5050149356766688,0.07786102314108803,0.24684035352026967,0.7418379757862801,R6_N82
B_hgb_residual,Qalpha,0,,,,,,R6_N82
B_hgb_residual,delta2n,0,,,,,,R6_N82
B_hgb_residual,delta2p,18,0.43670443382297386,0.6962438199027753,-0.07261955223543737,0.20804233167712027,1.283566727791718,R6_N82
B_hgb_adaptive,Sn,0,,,,,,R6_N82
B_hgb_adaptive,S2n,0,,,,,,R6_N82
B_hgb_adaptive,Sp,21,0.8076402338334403,1.0028583054666702,0.14107180256988136,0.5003240342045956,2.0021736486376085,R6_N82
B_hgb_adaptive,S2p,20,1.021843776273613,1.317861772707025,0.3464122971228335,0.7917931744383395,2.6397413496597673,R6_N82
B_hgb_adaptive,Qalpha,0,,,,,,R6_N82
B_hgb_adaptive,delta2n,0,,,,,,R6_N82
B_hgb_adaptive,delta2p,18,1.695351875147152,2.155545157966151,-0.1966729349948461,1.5269460628485376,3.673663094834372,R6_N82
B_mlp_data,Sn,0,,,,,,R6_N82
B_mlp_data,S2n,0,,,,,,R6_N82
B_mlp_data,Sp,21,1.530988525959336,2.144722032089173,-0.1475206415934519,1.020996918388846,2.9702851453450876,R6_N82
B_mlp_data,S2p,20,1.6228430028648517,2.5876221773882175,-0.3346959083702131,1.0516151619019638,5.576468450132441,R6_N82
B_mlp_data,Qalpha,0,,,,,,R6_N82
B_mlp_data,delta2n,0,,,,,,R6_N82
B_mlp_data,delta2p,18,1.564254227227189,2.3764934963754745,-0.938833922591938,0.9993429113812908,4.4755188125748475,R6_N82
B_mlp_soft,Sn,0,,,,,,R6_N82
B_mlp_soft,S2n,0,,,,,,R6_N82
B_mlp_soft,Sp,21,0.8665023578974645,1.1857956999174049,0.15410173068504004,0.7266126526969856,1.8670625185015979,R6_N82
B_mlp_soft,S2p,20,1.1968360761177792,1.6586458562688695,0.3507706582421406,1.211304314237168,2.1971387089091103,R6_N82
B_mlp_soft,Qalpha,0,,,,,,R6_N82
B_mlp_soft,delta2n,0,,,,,,R6_N82
B_mlp_soft,delta2p,18,0.8845599087860465,1.9154082323423276,-0.36945795761823774,0.18650857717511826,3.9337062163358327,R6_N82
B_mlp_residual,Sn,0,,,,,,R6_N82
B_mlp_residual,S2n,0,,,,,,R6_N82
B_mlp_residual,Sp,21,0.4868148948199914,0.5416014767541097,-0.018990473608320308,0.4707383860950358,1.01204560129122,R6_N82
B_mlp_residual,S2p,20,0.30039287574277296,0.5280463529505599,0.0012476255328920161,0.13112758637214483,1.5251211855230964,R6_N82
B_mlp_residual,Qalpha,0,,,,,,R6_N82
B_mlp_residual,delta2n,0,,,,,,R6_N82
B_mlp_residual,delta2p,18,0.45698424103588625,0.8519193723239109,-0.09748762706182232,0.22584316881011546,1.6273426817095218,R6_N82
B_mlp_adaptive,Sn,0,,,,,,R6_N82
B_mlp_adaptive,S2n,0,,,,,,R6_N82
B_mlp_adaptive,Sp,21,0.9289745320288494,1.327123021482744,0.04313702712814423,0.7593860749232135,1.7004057846475007,R6_N82
B_mlp_adaptive,S2p,20,1.1894135466012585,1.8202003403199862,0.13572654548952415,0.8620926279652394,3.029597085100104,R6_N82
B_mlp_adaptive,Qalpha,0,,,,,,R6_N82
B_mlp_adaptive,delta2n,0,,,,,,R6_N82
B_mlp_adaptive,delta2p,18,0.9737792479086491,2.020194882516618,-0.4910811971725606,0.3185350558775326,4.183229818158788,R6_N82
B_ridge_data,Sn,0,,,,,,R6_N82
B_ridge_data,S2n,0,,,,,,R6_N82
B_ridge_data,Sp,21,0.6278067351008109,0.9048300680692787,0.23615183191293995,0.35311444463263797,1.6560283476637778,R6_N82
B_ridge_data,S2p,20,1.056982345608344,1.5038552782849999,0.6197870909976928,0.5408294859294074,2.734281086002637,R6_N82
B_ridge_data,Qalpha,0,,,,,,R6_N82
B_ridge_data,delta2n,0,,,,,,R6_N82
B_ridge_data,delta2p,18,0.8707498904935973,1.759401522794783,-0.2568711870450089,0.4153468148127786,3.5918434266783783,R6_N82
B_ridge_soft,Sn,0,,,,,,R6_N82
B_ridge_soft,S2n,0,,,,,,R6_N82
B_ridge_soft,Sp,21,0.6278067351008109,0.9048300680692787,0.23615183191293995,0.35311444463263797,1.6560283476637778,R6_N82
B_ridge_soft,S2p,20,1.056982345608344,1.5038552782849999,0.6197870909976928,0.5408294859294074,2.734281086002637,R6_N82
B_ridge_soft,Qalpha,0,,,,,,R6_N82
B_ridge_soft,delta2n,0,,,,,,R6_N82
B_ridge_soft,delta2p,18,0.8707498904935973,1.759401522794783,-0.2568711870450089,0.4153468148127786,3.5918434266783783,R6_N82
B_ridge_residual,Sn,0,,,,,,R6_N82
B_ridge_residual,S2n,0,,,,,,R6_N82
B_ridge_residual,Sp,21,0.6048046280980954,0.8940197055056452,0.19454472912701976,0.3951326282328864,1.7808127928033173,R6_N82
B_ridge_residual,S2p,20,1.0118439988684826,1.461534134550991,0.5548560940262292,0.5806663127208367,2.604698980344791,R6_N82
B_ridge_residual,Qalpha,0,,,,,,R6_N82
B_ridge_residual,delta2n,0,,,,,,R6_N82
B_ridge_residual,delta2p,18,0.8607872628174013,1.748687096266423,-0.26435978829922785,0.3980055365705084,3.5867575921511223,R6_N82
B_ridge_adaptive,Sn,0,,,,,,R6_N82
B_ridge_adaptive,S2n,0,,,,,,R6_N82
B_ridge_adaptive,Sp,21,0.731394063623622,0.9248703623919063,0.24039158047009682,0.578279308398578,1.7362915647274804,R6_N82
B_ridge_adaptive,S2p,20,1.1571802749543394,1.5716897648688601,0.6208020000673059,0.728361826012133,2.8980536903588705,R6_N82
B_ridge_adaptive,Qalpha,0,,,,,,R6_N82
B_ridge_adaptive,delta2n,0,,,,,,R6_N82
B_ridge_adaptive,delta2p,18,0.902963104011557,1.71508251224808,-0.14509514203713378,0.49313441138463077,3.534619800299272,R6_N82
B_semf,Sn,0,,,,,,R6_N126
B_semf,S2n,0,,,,,,R6_N126
B_semf,Sp,13,0.8251786726405569,0.9003274199987779,0.5040700474368385,0.8485486102701998,1.2790404484110238,R6_N126
B_semf,S2p,12,1.4725816647746228,1.6287453918695658,1.1439649952348532,1.507325662838639,2.4785447901986117,R6_N126
B_semf,Qalpha,0,,,,,,R6_N126
B_semf,delta2n,0,,,,,,R6_N126
B_semf,delta2p,10,1.0264681552672983,1.609885908593974,-0.24647083535567163,0.5027141041974801,3.319423346173286,R6_N126
B_hgb_data,Sn,0,,,,,,R6_N126
B_hgb_data,S2n,0,,,,,,R6_N126
B_hgb_data,Sp,13,1.2157397220349384,1.4795636490233697,0.10660627765869671,0.7671422289101884,2.76975595300928,R6_N126
B_hgb_data,S2p,12,1.2219930361590627,1.5218629602834575,0.15074891270688795,1.0462396817681565,2.8259279081159767,R6_N126
B_hgb_data,Qalpha,0,,,,,,R6_N126
B_hgb_data,delta2n,0,,,,,,R6_N126
B_hgb_data,delta2p,10,2.148690792294951,2.5924599175465186,0.19450064563777686,2.193576336423803,4.2599548940808845,R6_N126
B_hgb_soft,Sn,0,,,,,,R6_N126
B_hgb_soft,S2n,0,,,,,,R6_N126
B_hgb_soft,Sp,13,0.7866193625854626,0.9023891656531547,0.34508453952559226,0.6631074090921629,1.4906023218198243,R6_N126
B_hgb_soft,S2p,12,1.0592062002866858,1.1904134699023428,0.7466785622236595,0.9625083805204895,1.8269766045098776,R6_N126
B_hgb_soft,Qalpha,0,,,,,,R6_N126
B_hgb_soft,delta2n,0,,,,,,R6_N126
B_hgb_soft,delta2p,10,1.0815257772475206,1.3592879724107687,-0.07008224295825585,0.8788102693279143,2.672364331710161,R6_N126
B_hgb_residual,Sn,0,,,,,,R6_N126
B_hgb_residual,S2n,0,,,,,,R6_N126
B_hgb_residual,Sp,13,0.35119391625866786,0.44624079267302125,0.012071053430662896,0.3240169129687729,0.7715662452169904,R6_N126
B_hgb_residual,S2p,12,0.5854994732713029,0.6833630990667401,0.051358908367528024,0.5755773345791795,1.14722399993725,R6_N126
B_hgb_residual,Qalpha,0,,,,,,R6_N126
B_hgb_residual,delta2n,0,,,,,,R6_N126
B_hgb_residual,delta2p,10,0.9026679057677484,1.1124074054974122,0.1212033170083032,0.7422145005839411,2.0508019968428237,R6_N126
B_hgb_adaptive,Sn,0,,,,,,R6_N126
B_hgb_adaptive,S2n,0,,,,,,R6_N126
B_hgb_adaptive,Sp,13,0.8742294433961189,1.050304774458345,0.23550183482787082,0.709360052583861,1.7734386345696291,R6_N126
B_hgb_adaptive,S2p,12,0.9596218001483597,1.154494553755186,0.4734932944944224,0.9372315281187866,2.100702432047944,R6_N126
B_hgb_adaptive,Qalpha,0,,,,,,R6_N126
B_hgb_adaptive,delta2n,0,,,,,,R6_N126
B_hgb_adaptive,delta2p,10,1.477896598724692,1.6877940605397255,0.01861199269278586,1.6756419751847034,2.588409907117624,R6_N126
B_mlp_data,Sn,0,,,,,,R6_N126
B_mlp_data,S2n,0,,,,,,R6_N126
B_mlp_data,Sp,13,1.6202395750163026,1.837625906214524,0.2554694970858691,1.774325610723281,2.852523056703785,R6_N126
B_mlp_data,S2p,12,1.6246277040527275,2.036698923942878,0.5255094711080801,1.1415623563975714,3.9768702048759215,R6_N126
B_mlp_data,Qalpha,0,,,,,,R6_N126
B_mlp_data,delta2n,0,,,,,,R6_N126
B_mlp_data,delta2p,10,1.3547525207593707,2.0995168647166387,-1.11237050830739,0.8900977472478644,4.223418856146892,R6_N126
B_mlp_soft,Sn,0,,,,,,R6_N126
B_mlp_soft,S2n,0,,,,,,R6_N126
B_mlp_soft,Sp,13,0.8859619590341656,1.0656733921309631,0.40462982729646824,0.8623057494478417,1.705843367193256,R6_N126
B_mlp_soft,S2p,12,1.475120409392294,1.6067512563496915,0.8965827855841818,1.4845811128249125,2.4660664576509923,R6_N126
B_mlp_soft,Qalpha,0,,,,,,R6_N126
B_mlp_soft,delta2n,0,,,,,,R6_N126
B_mlp_soft,delta2p,10,0.9022787839842522,1.7400643184871145,-0.5928307045363226,0.2490909128906651,3.681021550162378,R6_N126
B_mlp_residual,Sn,0,,,,,,R6_N126
B_mlp_residual,S2n,0,,,,,,R6_N126
B_mlp_residual,Sp,13,0.24865570290916578,0.3219557634053448,0.0499242436694483,0.1863658564477646,0.5700318577408777,R6_N126
B_mlp_residual,S2p,12,0.3358191198815348,0.4919524605075876,0.14082588245556357,0.17368639918345252,1.0406560704182195,R6_N126
B_mlp_residual,Qalpha,0,,,,,,R6_N126
B_mlp_residual,delta2n,0,,,,,,R6_N126
B_mlp_residual,delta2p,10,0.49549740041215956,0.7752890273014545,-0.06398495183025261,0.2422312428849409,1.57160969454104,R6_N126
B_mlp_adaptive,Sn,0,,,,,,R6_N126
B_mlp_adaptive,S2n,0,,,,,,R6_N126
B_mlp_adaptive,Sp,13,1.0199583080522923,1.2158080203287402,0.3453281240534544,1.0567135808628336,1.9911700493336866,R6_N126
B_mlp_adaptive,S2p,12,1.5097228352854206,1.666338668292022,0.7715920030056509,1.336866197674908,2.663418971963437,R6_N126
B_mlp_adaptive,Qalpha,0,,,,,,R6_N126
B_mlp_adaptive,delta2n,0,,,,,,R6_N126
B_mlp_adaptive,delta2p,10,0.9630418429370821,1.822891534412317,-0.7253707201946327,0.2742716283187292,3.855632120185245,R6_N126
B_ridge_data,Sn,0,,,,,,R6_N126
B_ridge_data,S2n,0,,,,,,R6_N126
B_ridge_data,Sp,13,0.8504933638197983,0.9264020167190237,0.5392517921190679,0.8042387712264372,1.4087246694126403,R6_N126
B_ridge_data,S2p,12,1.6023503867680045,1.7194564833204027,1.2651720174255463,1.6202512540486396,2.5241112115898545,R6_N126
B_ridge_data,Qalpha,0,,,,,,R6_N126
B_ridge_data,delta2n,0,,,,,,R6_N126
B_ridge_data,delta2p,10,0.9780085488270516,1.6036069734845653,-0.2934730697790428,0.42943239787530274,3.3206629693409324,R6_N126
B_ridge_soft,Sn,0,,,,,,R6_N126
B_ridge_soft,S2n,0,,,,,,R6_N126
B_ridge_soft,Sp,13,0.8504933638197983,0.9264020167190237,0.5392517921190679,0.8042387712264372,1.4087246694126403,R6_N126
B_ridge_soft,S2p,12,1.6023503867680045,1.7194564833204027,1.2651720174255463,1.6202512540486396,2.5241112115898545,R6_N126
B_ridge_soft,Qalpha,0,,,,,,R6_N126
B_ridge_soft,delta2n,0,,,,,,R6_N126
B_ridge_soft,delta2p,10,0.9780085488270516,1.6036069734845653,-0.2934730697790428,0.42943239787530274,3.3206629693409324,R6_N126
B_ridge_residual,Sn,0,,,,,,R6_N126
B_ridge_residual,S2n,0,,,,,,R6_N126
B_ridge_residual,Sp,13,0.8482144736763775,0.924564929744206,0.5766709638547372,0.8627869814413316,1.3453074520438801,R6_N126
B_ridge_residual,S2p,12,1.5579013128676706,1.692349477392236,1.270878239883397,1.5809835972153223,2.596496188737774,R6_N126
B_ridge_residual,Qalpha,0,,,,,,R6_N126
B_ridge_residual,delta2n,0,,,,,,R6_N126
B_ridge_residual,delta2p,10,0.9985407145301906,1.5717033750443763,-0.2391450285716928,0.49332928738306236,3.2307542181509206,R6_N126
B_ridge_adaptive,Sn,0,,,,,,R6_N126
B_ridge_adaptive,S2n,0,,,,,,R6_N126
B_ridge_adaptive,Sp,13,0.8111662815900288,0.8948443904860871,0.5065408072456159,0.7729429825501484,1.364270029405088,R6_N126
B_ridge_adaptive,S2p,12,1.514964718199849,1.6514892975982736,1.1849537876600682,1.540300898077703,2.476784760822716,R6_N126
B_ridge_adaptive,Qalpha,0,,,,,,R6_N126
B_ridge_adaptive,delta2n,0,,,,,,R6_N126
B_ridge_adaptive,delta2p,10,0.9953022725142091,1.5868694989883272,-0.25715532824133336,0.4601972562990113,3.270163018187199,R6_N126
B_semf,Sn,88,0.7162358743623993,1.1702150929370805,-0.11678378772398207,0.48625543828092077,1.6489225423861373,R7_light_random
B_semf,S2n,109,1.1493374990425231,1.811899997557695,0.3585221037719732,0.8339196359801235,2.575455377130825,R7_light_random
B_semf,Sp,102,0.7042330397163009,1.1881971780075948,0.40378205382582766,0.4527907302077665,2.672830258209604,R7_light_random
B_semf,S2p,96,1.193042400749154,2.0187197753727975,0.4255017874351474,0.8784145925604889,2.847415713268134,R7_light_random
B_semf,Qalpha,101,3.617757187794029,4.052753909972189,-3.617757187794029,3.214772647562768,6.64976692082746,R7_light_random
B_semf,delta2n,23,0.558090896809188,0.8247924120584995,-0.10586216529708344,0.3071033286528291,2.163252944426505,R7_light_random
B_semf,delta2p,15,1.2006712207741534,1.9599571447524464,0.13540221134973743,0.5174736968292564,4.170478166877766,R7_light_random
B_hgb_data,Sn,88,3.4219866333638107,5.50184370868594,0.3796722439309981,2.873632956829283,8.45397359070592,R7_light_random
B_hgb_data,S2n,109,3.640428388535018,5.6024167869614985,-0.36658357580329465,3.0306530955022026,7.049207959386138,R7_light_random
B_hgb_data,Sp,102,3.4069747744185372,4.705194979458605,0.532987272573216,2.5286330468655365,8.903372165264054,R7_light_random
B_hgb_data,S2p,96,2.9076445499021664,3.779047161210476,-0.09351136773848949,2.437178712949162,7.416530815994253,R7_light_random
B_hgb_data,Qalpha,101,18.593347997699595,18.916543405865905,18.593347997699595,18.433649960255252,24.27919920179761,R7_light_random
B_hgb_data,delta2n,23,4.981631606872421,5.8555106106731145,-1.4022290684747303,5.113544013732735,10.299077941922391,R7_light_random
B_hgb_data,delta2p,15,6.143943340959916,7.92283572538411,-0.2814266043076145,5.011354566285036,14.104578983826496,R7_light_random
B_hgb_soft,Sn,88,1.4223186768053344,2.220048508139061,0.08179862493801839,1.117237468828364,3.290619087773418,R7_light_random
B_hgb_soft,S2n,109,1.515810278890766,1.9389346500199525,0.06847983194187486,1.1854024354993271,3.514840821128176,R7_light_random
B_hgb_soft,Sp,102,1.4183801674241878,1.9358064237097012,0.45546414132478075,1.2481468339082653,3.540905532032874,R7_light_random
B_hgb_soft,S2p,96,1.285009674397927,1.8365083763446943,0.2178965253656894,0.9745530471987536,3.3467845146538977,R7_light_random
B_hgb_soft,Qalpha,101,5.358668229852359,5.607301926462537,5.266684886403382,5.363122022019297,7.877831582269437,R7_light_random
B_hgb_soft,delta2n,23,2.0353735983396364,2.3950121566799036,-0.6244089265681473,1.9319225064772354,4.008833744797533,R7_light_random
B_hgb_soft,delta2p,15,2.7256379964287114,3.6326144023385942,-0.031329314913161474,1.8261256949022027,8.123506903962726,R7_light_random
B_hgb_residual,Sn,88,0.5329934303369175,1.2592195859180444,-0.16649948309233167,0.2931215136402443,1.02385392911681,R7_light_random
B_hgb_residual,S2n,109,0.5241452594352544,1.428846887352667,0.1913696001133709,0.21697240624075675,1.1543071818770838,R7_light_random
B_hgb_residual,Sp,102,0.45890187052142933,1.0763955045891929,0.0368011326711633,0.2157869281687681,1.200630019692667,R7_light_random
B_hgb_residual,S2p,96,0.501190319110822,0.983254720886729,-0.10187372694689752,0.28496632662177035,1.495580470135252,R7_light_random
B_hgb_residual,Qalpha,101,1.9279422712180958,2.046151427128189,-1.7058422160072533,1.8625070324091553,3.0523703194976406,R7_light_random
B_hgb_residual,delta2n,23,0.7033036099742801,1.6298731018903125,0.2792709812621921,0.3846849400195538,1.0070136910282825,R7_light_random
B_hgb_residual,delta2p,15,1.2025967432840077,2.079524746645462,-0.3552840924175456,0.5500680013706187,4.890992172384153,R7_light_random
B_hgb_adaptive,Sn,88,1.5598853893434068,2.6083471414275183,0.2387744282724505,1.159011582495907,3.9180474299236367,R7_light_random
B_hgb_adaptive,S2n,109,1.7058365043818435,2.5150702335965134,0.021042798461782662,1.2300099528104056,3.87099181830271,R7_light_random
B_hgb_adaptive,Sp,102,1.6417665547866693,2.3061342871913837,0.385073696878766,1.3030903527508144,4.218725801604594,R7_light_random
B_hgb_adaptive,S2p,96,1.3197018270846514,1.9264702776705018,0.04663780240719332,0.9625250655298601,3.2363781798110836,R7_light_random
B_hgb_adaptive,Qalpha,101,4.816340121082343,5.061094017275687,4.656024454095324,4.825812763960585,7.477849545790605,R7_light_random
B_hgb_adaptive,delta2n,23,2.2287062486041327,2.664990522401187,-0.5974954519111361,1.9704062612386224,4.455542985557082,R7_light_random
B_hgb_adaptive,delta2p,15,3.100139101330494,4.105008948422817,-0.16826857563449665,2.3415671223813206,9.097087787474026,R7_light_random
B_mlp_data,Sn,88,1.2764957459285613,1.7119588806760089,0.286946837997073,1.007788622581188,3.185455214411274,R7_light_random
B_mlp_data,S2n,109,1.5049843665032268,2.3575657938538415,0.38327576285864745,1.0107087569942905,5.27988947162309,R7_light_random
B_mlp_data,Sp,102,1.359320272620075,1.9863074946747254,-0.2216805140088005,0.7917829175977431,4.6498781826036,R7_light_random
